Nom station;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Actualisation de la donnée;Nom communes équipées
Tristan Tzara -  Tchaïkovski;33;23;7;6;1;2023-04-06T13:46:35+02:00;Paris
Stephenson - Doudeauville;36;30;2;1;1;2023-04-06T13:48:11+02:00;Paris
Raspail - Bac;52;52;0;0;0;2023-04-06T13:44:49+02:00;Paris
Charenton - Diderot;18;15;2;1;1;2023-04-06T13:49:00+02:00;Paris
Montgallet - Charenton;16;4;9;8;1;2023-04-06T13:47:46+02:00;Paris
Place de l'Édit de Nantes;30;27;2;0;2;2023-04-06T13:48:04+02:00;Paris
Gaston Roussel - Commune de Paris;30;19;10;1;9;2023-04-06T13:42:27+02:00;Romainville
Boulard - Daguerre;45;44;1;0;1;2023-04-06T13:42:52+02:00;Paris
Porte de Vincennes;33;19;14;10;4;2023-04-06T13:45:49+02:00;Paris
Boyer - Ménilmontant;19;1;2;0;2;2023-03-13T01:29:37+01:00;Paris
Bienfaisance - Place de Narvik;36;12;23;7;16;2023-04-06T13:47:17+02:00;Paris
Saint Georges - d'Aumale;23;21;2;0;2;2023-04-06T13:42:01+02:00;Paris
Square Gilbert Thomain;20;19;1;0;1;2023-04-06T13:45:53+02:00;Asnières-sur-Seine
Anatole France - Louise Michel;50;33;15;13;2;2023-04-06T13:47:03+02:00;Levallois-Perret
Alfred Roll - Berthier;28;25;3;1;2;2023-04-06T13:43:05+02:00;Paris
Stalingrad - Germaine Tailleferre;28;24;4;1;3;2023-04-06T13:47:01+02:00;Ivry-sur-Seine
Varenne;47;47;0;0;0;2023-04-06T13:46:17+02:00;Paris
Guynemer - Séverine;26;0;25;21;4;2023-04-06T13:45:36+02:00;Issy-les-Moulineaux
Flandre - Riquet;21;17;4;2;2;2023-04-06T13:42:34+02:00;Paris
Jacques Callot - Mazarine;28;3;24;14;10;2023-04-06T13:47:18+02:00;Paris
Jean Macé - Faidherbe;63;35;27;25;2;2023-04-06T13:48:45+02:00;Paris
Richard Wallace - Place du 8 Mai 1945;30;19;10;6;4;2023-04-06T13:48:40+02:00;Puteaux
Ancien Canal - Hélène Brion;23;19;4;1;3;2023-04-06T13:40:31+02:00;Pantin
Faustin Hélie - Desbordes-Valmore;33;27;2;0;2;2023-04-06T13:48:17+02:00;Paris
Boulets - Voltaire;24;21;2;2;0;2023-04-06T13:47:07+02:00;Paris
Dupleix - du Guesclin;47;26;21;16;5;2023-04-06T13:48:17+02:00;Paris
Pasteur - Gambetta;19;2;17;9;8;2023-04-06T13:48:31+02:00;Saint-Mandé
Departement - Pajol;19;17;1;0;1;2023-04-06T13:44:36+02:00;Paris
Place des Ternes.;46;44;2;2;0;2023-04-06T13:48:56+02:00;Paris
Fragonard - Porte de Clichy;56;4;47;46;1;2023-04-06T13:47:27+02:00;Paris
Montgallet - Reuilly;16;8;7;5;2;2023-04-06T13:47:06+02:00;Paris
Place de Verdun;40;6;34;33;1;2023-04-06T13:46:18+02:00;Joinville-le-Pont
Montreuil - Gonnet;24;17;5;2;3;2023-04-06T13:48:55+02:00;Paris
Edouard Poisson - Victor Hugo;30;10;19;15;4;2023-04-06T13:45:01+02:00;Aubervilliers
Commandant Rivière;27;1;23;9;14;2023-04-06T13:48:52+02:00;Paris
Parmentier - Hôpital Saint-Louis;43;40;1;0;1;2023-04-06T13:44:41+02:00;Paris
Square Cambronne;59;59;0;0;0;2023-03-27T23:08:50+02:00;Paris
Place Jacques Madaule;25;8;17;17;0;2023-04-06T13:47:19+02:00;Issy-les-Moulineaux
Porte Maillot - Pereire;0;0;0;0;0;2022-07-25T00:02:50+02:00;Paris
Place de la Porte de Châtillon;59;50;7;5;2;2023-04-06T13:48:40+02:00;Paris
Clignancourt - Sofia;19;16;1;0;1;2023-04-06T13:45:10+02:00;Paris
Jussieu - Fossés Saint-Bernard;39;0;38;34;4;2023-04-06T13:48:41+02:00;Paris
Quai de la Loire - Jean Jaurès;16;12;1;1;0;2023-04-06T13:48:50+02:00;Paris
Jardin d'Acclimatation;33;19;13;3;10;2023-04-06T13:47:33+02:00;Paris
Route de Sèvres - Porte de Bagatelle;66;11;51;49;2;2023-04-06T13:48:54+02:00;Paris
Gare Montparnasse - René Mouchotte;39;29;10;9;1;2023-04-06T13:49:08+02:00;Paris
Assemblée Nationale;63;63;0;0;0;2023-04-06T13:47:56+02:00;Paris
Paul Vaillant Couturier - Chaptal;39;8;29;4;25;2023-04-06T13:49:03+02:00;Levallois-Perret
Bordier - Félix Faure;48;37;8;6;2;2023-04-06T13:44:41+02:00;Aubervilliers
Gare de Laplace;43;37;6;4;2;2023-04-06T13:41:28+02:00;Arcueil
Charonne - Avron;27;24;2;0;2;2023-04-06T13:43:11+02:00;Paris
Bayen - Pereire;22;11;9;4;5;2023-04-06T13:45:06+02:00;Paris
Félix Faure - Sadi Carnot;33;11;18;12;6;2023-04-06T13:48:59+02:00;Aubervilliers
Alexandre Dumas - Voltaire;59;34;18;15;3;2023-04-06T13:41:01+02:00;Paris
Mairie de La Garenne Colombes;22;13;6;4;2;2023-04-06T13:48:29+02:00;La Garenne-Colombes
18 juin 1940 - Buzenval;25;21;3;2;1;2023-04-06T13:45:37+02:00;Rueil-Malmaison
Jean Colly - Tolbiac;36;26;8;2;6;2023-04-06T13:49:07+02:00;Paris
Gare de Courbevoie;35;30;3;3;0;2023-04-06T13:46:50+02:00;Courbevoie
Porte de la Villette;27;12;12;9;3;2023-04-06T13:47:20+02:00;Paris
Dugommier;55;47;6;4;2;2023-04-06T13:48:17+02:00;Paris
Ouest - Château;23;23;0;0;0;2023-04-06T13:45:40+02:00;Paris
Victor Hugo - Magasins Généraux;34;4;29;16;13;2023-04-06T13:47:47+02:00;Aubervilliers
Place aux Étoiles;40;23;17;6;11;2023-04-06T13:46:37+02:00;Saint-Denis
Réunion - Avron;26;23;3;3;0;2023-04-06T13:48:35+02:00;Paris
Flandrin - Henri Martin;18;14;4;2;2;2023-04-06T13:48:20+02:00;Paris
Square des Saint-Simoniens;25;24;0;0;0;2023-04-06T13:47:23+02:00;Paris
Pirogues de Bercy - Libourne;49;28;20;9;11;2023-04-06T13:49:07+02:00;Paris
Gare d'Austerlitz;14;2;10;7;3;2023-04-06T13:43:05+02:00;Paris
Place Violet;30;16;13;11;2;2023-04-06T13:44:31+02:00;Paris
Ménilmontant - Pelleport;19;16;3;0;3;2023-04-06T13:48:08+02:00;Paris
Porte d'Auteuil;33;17;14;7;7;2023-04-06T13:44:40+02:00;Paris
Jussieu - Guy de la Brosse;40;0;40;26;14;2023-04-06T13:48:39+02:00;Paris
Place Jean-Baptiste Clément;25;21;2;0;2;2023-04-06T13:46:34+02:00;Le Kremlin-Bicêtre
Champeaux - Gallieni;50;49;0;0;0;2023-04-06T13:46:23+02:00;Bagnolet
Claude Bernard - Arbalète;17;15;2;0;2;2023-04-06T13:41:08+02:00;Paris
Courcelles - Place des Ternes;31;25;2;1;1;2023-04-06T13:48:57+02:00;Paris
Petit - Manin;22;19;3;1;2;2023-04-06T13:39:49+02:00;Paris
Parvis Robert Schuman - Roger Salengro;24;24;0;0;0;2023-04-06T13:40:14+02:00;Chaville
Gare de Clamart;14;13;0;0;0;2023-04-06T13:43:47+02:00;Clamart
Place Carnot;25;22;1;1;0;2023-04-06T13:40:20+02:00;Montreuil
Place des Marseillais;37;27;8;6;2;2023-04-06T13:46:51+02:00;Charenton-le-Pont
Gare de Bercy;35;12;21;14;7;2023-04-06T13:49:06+02:00;Paris
Charenton - Wattignies;33;29;4;4;0;2023-04-06T13:46:59+02:00;Paris
Ceinture du Lac Inferieure - Saint-Cloud;42;38;3;1;2;2023-04-06T13:47:25+02:00;Paris
Chanzy - Sud-Est;25;5;20;16;4;2023-04-06T13:48:46+02:00;Nanterre
Anatole France - Jean Lolive;28;18;8;3;5;2023-04-06T13:48:11+02:00;Pantin
Jean Lolive - Parc Stalingrad;22;20;2;0;2;2023-04-06T13:42:54+02:00;Pantin
Boyer-Barret - Raymond Losserand;23;21;2;0;2;2023-04-06T13:47:37+02:00;Paris
Parc Pierre Lagravère;30;5;23;14;9;2023-04-06T13:47:43+02:00;Colombes
Lagny - Joffre;31;7;23;14;9;2023-04-06T13:46:41+02:00;Saint-Mandé
Guichet - Jean Jaurès;28;23;4;1;3;2023-04-06T13:42:01+02:00;Clichy
Place Falguière;23;20;2;0;2;2023-04-06T13:46:48+02:00;Paris
Evariste Galois;30;27;1;0;1;2023-04-06T13:46:15+02:00;Paris
Parc Monceau;18;10;8;3;5;2023-04-06T13:47:31+02:00;Paris
Navier - Epinettes;36;33;3;0;3;2023-04-06T13:43:22+02:00;Paris
Tardieu - Chappe;18;15;1;0;1;2023-04-06T13:48:37+02:00;Paris
Verdun - Place Henri IV;26;11;14;8;6;2023-04-06T13:49:02+02:00;Suresnes
Gare d'Austerlitz - Quai Saint-Bernard;27;27;0;0;0;2022-01-18T22:07:57+01:00;Paris
Edgar Quinet - Gaité;27;24;3;2;1;2023-04-06T13:44:08+02:00;Paris
Nanterre - Université;20;1;19;9;10;2023-04-06T13:48:30+02:00;Nanterre
Gravelle - Route du Bac;51;46;5;2;3;2023-04-06T13:47:16+02:00;Paris
Francoeur - Marcadet;20;18;2;1;1;2023-04-06T13:44:58+02:00;Paris
Piat - Parc de Belleville;21;20;0;0;0;2023-04-06T13:47:47+02:00;Paris
Pascal - Claude Bernard;49;28;17;16;1;2023-04-06T13:46:42+02:00;Paris
Emeriau - Place de Brazzaville;51;4;47;43;4;2023-04-06T13:47:29+02:00;Paris
Lamennais - Washington;26;1;21;11;10;2023-04-06T13:48:05+02:00;Paris
Petites Ecuries - Faubourg Poissonnière;17;4;12;3;9;2023-04-06T13:47:06+02:00;Paris
Batignolles - Place de Clichy;47;43;1;1;0;2023-04-06T13:48:49+02:00;Paris
Place Valhubert;37;37;0;0;0;2023-04-06T13:42:29+02:00;Paris
Londres - Amsterdam;0;0;0;0;0;2023-01-09T05:28:33+01:00;Paris
Henri Chevreau - Couronnes;27;24;0;0;0;2023-04-06T13:47:56+02:00;Paris
Vladimir Ilitch Lénine - Andrée Chedid;31;30;0;0;0;2023-04-06T13:42:11+02:00;Gentilly
Vignerons - Minimes;29;24;5;3;2;2023-04-06T13:45:05+02:00;Vincennes
Bineau - Louise Michel;25;17;6;4;2;2023-04-06T13:47:55+02:00;Levallois-Perret
Sommerard - Saint-Jacques;34;4;24;9;15;2023-04-06T13:48:48+02:00;Paris
Quai Voltaire;32;1;29;21;8;2023-04-06T13:48:36+02:00;Paris
Grenelle - Dr Finlay;71;7;59;55;4;2023-04-06T13:48:24+02:00;Paris
Uzès - Montmartre;29;10;17;15;2;2023-04-06T13:48:45+02:00;Paris
Porte d'Orléans;48;42;4;1;3;2023-04-06T13:48:40+02:00;Paris
Ledru-Rollin - Charonne;32;3;28;22;6;2023-04-06T13:47:32+02:00;Paris
Pierre et Marie Curie - Julien Grimau;18;15;1;0;1;2023-04-06T13:48:34+02:00;Bagnolet
Parc de Belleville - Julien Lacroix;26;25;1;0;1;2023-04-06T13:44:32+02:00;Paris
Pierre Grenier - Pont de Billancourt;21;18;2;2;0;2023-04-06T13:44:16+02:00;Boulogne-Billancourt
Gare de Pont-Cardinet;34;30;3;1;2;2023-04-06T13:46:09+02:00;Paris
Professeur René Leriche - Général Leclerc;50;37;11;8;3;2023-04-06T13:47:02+02:00;Clichy
Saint-François-Xavier;42;41;1;1;0;2023-04-06T13:48:53+02:00;Paris
Morice - Général Leclerc;25;19;2;1;1;2023-04-06T13:49:04+02:00;Clichy
Pierre Larousse - Raymond Losserand;30;22;7;2;5;2023-04-06T13:47:11+02:00;Paris
Capitaine Glarner - Gabriel Péri;27;9;18;15;3;2023-04-06T13:48:26+02:00;Saint-Ouen-sur-Seine
Pitié-Salpêtrière;51;30;21;6;15;2023-04-06T13:48:52+02:00;Paris
Place Jean Delay;35;35;0;0;0;2023-04-06T13:49:06+02:00;Paris
Vasco de Gama;54;12;41;40;1;2023-04-06T13:47:08+02:00;Paris
Pont de Levallois-bécon;50;9;38;22;16;2023-04-06T13:47:59+02:00;Levallois-Perret
Jonquoy - Didot;30;30;0;0;0;2023-04-06T13:49:05+02:00;Paris
Charles Delescluze;49;25;19;18;1;2023-04-06T13:47:10+02:00;Paris
Lauriston - Copernic;19;13;6;0;6;2023-04-06T13:39:49+02:00;Paris
Lucien Sampaix - Récollets;46;37;6;5;1;2023-04-06T13:41:25+02:00;Paris
Gare de l'Est - Verdun;14;13;0;0;0;2023-04-06T13:49:03+02:00;Paris
Place du Général de Gaulle;28;19;9;3;6;2023-04-06T13:46:02+02:00;Fontenay-sous-Bois
Bara - Henri Farman;36;4;32;22;10;2023-04-06T13:48:42+02:00;Issy-les-Moulineaux
Charenton - Place du Col Bourgoin;35;30;3;2;1;2023-04-06T13:46:44+02:00;Paris
Edouard Vaillant - Paul-Adolphe Souriau;28;14;13;6;7;2023-04-06T13:44:57+02:00;Boulogne-Billancourt
Haxo - Surmelin;21;19;0;0;0;2023-04-06T13:43:20+02:00;Paris
Michelet - Assas;18;5;12;4;8;2023-04-06T13:48:18+02:00;Paris
Place Alphonse Deville;23;5;15;9;6;2023-04-06T13:48:52+02:00;Paris
Porte Dorée;36;31;5;1;4;2023-04-06T13:48:16+02:00;Paris
Place Adolphe Cherioux - Vaugirard;63;59;4;1;3;2023-04-06T13:46:56+02:00;Paris
Belleville - Porte des Lilas;32;29;3;0;3;2023-04-06T13:41:55+02:00;Paris
Tanger - Place du Maroc;19;17;0;0;0;2023-04-06T13:48:46+02:00;Paris
Mézières - Rennes;55;46;9;4;5;2023-04-06T13:48:33+02:00;Paris
Place du Cornillon - Stade de France;35;29;6;2;4;2023-04-06T13:42:04+02:00;Saint-Denis
Sèvres-Gallieni;27;10;14;11;3;2023-04-06T13:48:50+02:00;Boulogne-Billancourt
Place du Maréchal Juin - Péreire;46;40;3;2;1;2023-04-06T13:47:10+02:00;Paris
Vincennes - Douy-Delcupe;38;35;0;0;0;2023-04-06T13:48:34+02:00;Montreuil
Lucie Aubrac - Franklin;36;34;1;0;1;2023-04-06T13:49:05+02:00;Montreuil
Porte de Clignancourt.;56;52;3;0;3;2023-04-06T13:43:18+02:00;Paris
Hôtel de Ville d'Argenteuil;30;21;9;6;3;2023-04-06T13:48:19+02:00;Argenteuil
Porte de Saint-Ouen - Henri Huchard;26;19;7;5;2;2023-04-06T13:47:10+02:00;Paris
Gare Routière de Saint Cloud;31;4;26;23;3;2023-04-06T13:48:10+02:00;Saint-Cloud
Génie - Mozart;19;15;4;3;1;2023-04-06T13:43:02+02:00;Vitry-sur-Seine
Primo Levi - Frigos;34;1;33;21;12;2023-04-06T13:46:02+02:00;Paris
Gare de l'Est - Place du 11 Novembre 1918;40;32;6;1;5;2023-04-06T13:48:27+02:00;Paris
Dunois - Clisson;51;46;5;0;5;2023-04-06T13:47:03+02:00;Paris
Belfort - Voltaire;39;21;16;14;2;2023-04-06T13:44:47+02:00;Paris
Jean Jaurès - Jean Baptiste Clément;24;10;13;12;1;2023-04-06T13:48:24+02:00;Boulogne-Billancourt
Batignolles - Rome;15;13;2;0;2;2023-04-06T13:47:53+02:00;Paris
Mairie du 18ème;40;30;7;4;3;2023-04-06T13:47:16+02:00;Paris
Place Charles Vallin;26;23;2;0;2;2023-04-06T13:48:52+02:00;Paris
Bridaine - Lamandé;29;28;0;0;0;2023-04-06T13:47:20+02:00;Paris
Colonel Monteil - Brune;19;18;1;0;1;2023-04-06T13:47:51+02:00;Paris
Laffitte - Italiens;33;4;29;15;14;2023-04-06T13:46:51+02:00;Paris
Verdun - Adrien Damalix;26;19;5;1;4;2023-04-06T13:48:15+02:00;Saint-Maurice
Indre - Prairies;38;36;2;0;2;2023-04-06T13:47:01+02:00;Paris
Milton - Manuel;22;21;1;0;1;2023-04-06T13:48:33+02:00;Paris
Paris - Désiré Préaux;49;38;8;1;7;2023-04-06T13:49:03+02:00;Montreuil
Mahatma Gandhi;26;14;12;7;5;2023-04-06T13:47:47+02:00;Paris
Lourmel - Marie Skobtsov;22;12;10;8;2;2023-04-06T13:47:57+02:00;Paris
Edouard Pailleron - Simon Bolivar;24;20;0;0;0;2023-04-06T13:43:47+02:00;Paris
Belleville - Télégraphe;41;38;1;0;1;2023-04-06T13:44:14+02:00;Paris
Eglise d'Auteuil;21;3;12;5;7;2023-04-06T13:47:55+02:00;Paris
Gare d'Asnières sur Seine;24;13;7;6;1;2023-04-06T13:47:26+02:00;Asnières-sur-Seine
Château - Bineau;23;22;0;0;0;2023-04-06T13:44:05+02:00;Neuilly-sur-Seine
République - Danton;20;15;4;0;4;2023-04-06T13:48:43+02:00;Fontenay-sous-Bois
Porte de Ménilmontant;15;14;1;1;0;2023-04-06T13:44:15+02:00;Paris
Mac-Mahon - Brey;25;15;10;1;9;2023-04-06T13:45:28+02:00;Paris
Courcelles - Pierre Demours;26;24;1;1;0;2023-04-06T13:48:20+02:00;Paris
Les Planètes;16;9;7;5;2;2023-04-06T13:48:20+02:00;Maisons-Alfort
Danton - Serpente;22;10;12;6;6;2023-04-06T13:45:32+02:00;Paris
Lepic - Armée d'Orient;24;20;1;0;1;2023-04-06T13:48:51+02:00;Paris
Université Paris Dauphine;0;0;0;0;0;2018-03-09T08:53:33+01:00;Paris
Lassus - Delouvain;20;20;0;0;0;2023-04-06T13:49:06+02:00;Paris
Square des Epinettes;20;17;1;0;1;2023-04-06T13:42:50+02:00;Paris
Square du Carrefour de l'Insurrection;23;21;0;0;0;2023-04-06T13:47:47+02:00;Vanves
Chabrol - d'Hauteville;11;4;7;1;6;2023-04-06T13:45:54+02:00;Paris
Provence - Chaussée d'Antin;25;4;19;15;4;2023-04-06T13:46:40+02:00;Paris
Cité des Sciences et de l'Industrie;30;18;12;11;1;2023-04-06T13:46:12+02:00;Paris
Pelleport - Belgrand;15;13;0;0;0;2023-04-06T13:45:00+02:00;Paris
Pajol - Riquet;47;39;3;1;2;2023-04-06T13:48:56+02:00;Paris
Assas - Vaugirard;35;0;34;19;15;2023-04-06T13:48:51+02:00;Paris
Emile Blemont - Poteau;39;33;1;0;1;2023-04-06T13:46:47+02:00;Paris
Place Etienne Pernet;43;16;26;21;5;2023-04-06T13:47:36+02:00;Paris
Toffier Decaux - Cartier Bresson;18;16;1;0;1;2023-04-06T13:48:03+02:00;Pantin
Porte d'Aubervilliers;55;38;12;9;3;2023-04-06T13:46:51+02:00;Paris
Orteaux - Mouraud;24;20;0;0;0;2023-04-06T13:49:03+02:00;Paris
Sadi Carnot - François Mitterrand;27;27;0;0;0;2023-04-06T13:40:39+02:00;Bagnolet
François Ponsard - La Muette;23;22;1;0;1;2023-04-06T13:48:13+02:00;Paris
Gabrielle Josserand - Edouard Vaillant;25;20;3;2;1;2023-04-06T13:46:29+02:00;Pantin
Bellefond - Maubeuge;31;22;8;2;6;2023-04-06T13:46:02+02:00;Paris
Théâtre - Lourmel;53;9;44;40;4;2023-04-06T13:47:50+02:00;Paris
Square Saint-Ambroise;43;4;36;35;1;2023-04-06T13:49:06+02:00;Paris
Charles de Gaulle - Jean Lolive;26;25;1;0;1;2023-04-06T13:46:53+02:00;Pantin
Hameau Fleuri - Marché;22;5;16;10;6;2023-04-06T13:48:52+02:00;Boulogne-Billancourt
Daumesnil - Picpus;21;5;16;15;1;2023-04-06T13:44:35+02:00;Paris
Ecole Vétérinaire;36;24;10;8;2;2023-04-06T13:48:02+02:00;Maisons-Alfort
Place Pasdeloup;21;9;10;8;2;2023-04-06T13:47:06+02:00;Paris
Ledru-Rollin - Place du Père Chaillet;37;19;18;16;2;2023-04-06T13:48:47+02:00;Paris
Diderot - Pierre Bourdan;21;12;8;7;1;2023-04-06T13:43:47+02:00;Paris
Aubervilliers - Curial;23;18;3;2;1;2023-04-06T13:47:28+02:00;Paris
Jean-Baptiste Pigalle - La Bruyere;17;12;2;1;1;2023-04-06T13:43:41+02:00;Paris
Bassano -  Iéna;15;5;9;2;7;2023-04-06T13:47:02+02:00;Paris
Transvaal - Charles de Gaulle;27;8;16;12;4;2023-04-06T13:47:44+02:00;Boulogne-Billancourt
Balard - Montagne de la Fage;36;16;20;17;3;2023-04-06T13:46:53+02:00;Paris
Boulets - Faubourg Saint-Antoine;43;36;7;6;1;2023-04-06T13:47:35+02:00;Paris
Méchain - Faubourg Saint-Jacques;16;13;3;3;0;2023-04-06T13:48:21+02:00;Paris
Haies - Réunion;22;20;0;0;0;2023-04-06T13:48:56+02:00;Paris
Stade Auguste Delaune;21;12;9;5;4;2023-04-06T13:47:33+02:00;Maisons-Alfort
Pyrénées - Maraîchers;19;15;1;0;1;2023-04-06T13:46:09+02:00;Paris
Belliard - Damrémont;34;28;4;1;3;2023-04-06T13:45:29+02:00;Paris
Place Jacques Bonsergent;33;21;11;7;4;2023-04-06T13:48:14+02:00;Paris
Route de la Muette - Porte de Neuilly;50;25;20;13;7;2023-04-06T13:48:32+02:00;Paris
Square René Viviani - Montebello;34;18;13;8;5;2023-04-06T13:46:05+02:00;Paris
Maine - Antoine Bourdelle;17;12;5;5;0;2023-04-06T13:48:31+02:00;Paris
Place de Passy;15;12;3;1;2;2023-04-06T13:48:16+02:00;Paris
Kléber - Gouverneur Général Eboué;24;6;13;11;2;2023-04-06T13:46:34+02:00;Issy-les-Moulineaux
Pont Neuf - Rivoli;27;1;25;21;4;2023-04-06T13:48:14+02:00;Paris
Président Wilson - Jean Jaures;27;21;4;0;4;2023-04-06T13:43:06+02:00;Levallois-Perret
Lavandieres Sainte Opportune - Rivoli;27;20;6;5;1;2023-04-06T13:48:59+02:00;Paris
Gare RER de Saint-Denis;40;18;20;5;15;2023-04-06T13:48:43+02:00;Saint-Denis
Caulaincourt - Place Constantin Pecqueur;44;36;6;0;6;2023-04-06T13:49:04+02:00;Paris
Mozart - Jasmin;62;58;2;1;1;2023-04-06T13:44:46+02:00;Paris
Lallier - Trudaine;29;22;5;2;3;2023-04-06T13:48:18+02:00;Paris
Clichy - Place Blanche;20;16;2;0;2;2023-04-06T13:45:14+02:00;Paris
Diderot - Reuilly;44;35;6;6;0;2023-04-06T13:48:07+02:00;Paris
Wilson - Landy;40;14;24;19;5;2023-04-06T13:47:11+02:00;Saint-Denis
Fontainebleau - Edmond Michelet;45;43;2;0;2;2023-04-06T13:47:50+02:00;Le Kremlin-Bicêtre
Maison de Radio - France;47;13;28;23;5;2023-04-06T13:48:55+02:00;Paris
Pernety - Raymond Losserand;32;30;2;0;2;2023-04-06T13:48:51+02:00;Paris
Naples - Rome;26;22;4;2;2;2023-04-06T13:46:55+02:00;Paris
Hôpital Pitié Salpêtrière;50;32;18;11;7;2023-04-06T13:48:41+02:00;Paris
Square Léon;33;30;2;0;2;2023-04-06T13:47:54+02:00;Paris
Gare Montparnasse - Vaugirard;66;18;48;12;36;2023-04-06T13:46:42+02:00;Paris
Chernoviz - Raynouard;37;31;3;0;3;2023-04-06T13:48:59+02:00;Paris
Champ de Mars - Cler;41;24;15;11;4;2023-04-06T13:48:51+02:00;Paris
Eugène Reisz - Davout;20;17;0;0;0;2023-04-06T13:49:04+02:00;Paris
Sénat - Condé;33;3;10;4;6;2023-04-06T13:47:48+02:00;Paris
Eugène Oudiné - Dessous Des Berges;44;34;10;3;7;2023-04-06T13:45:52+02:00;Paris
Granges aux Belles - Hôpital Saint-Louis;60;58;2;1;1;2023-04-06T13:45:17+02:00;Paris
Mont Valérien - Michel Salles;24;22;0;0;0;2023-04-06T13:43:52+02:00;Saint-Cloud
Belleville - Pyrénées;42;37;2;0;2;2023-04-06T13:47:49+02:00;Paris
Traversière - Ledru-Rollin;34;3;28;26;2;2023-04-06T13:48:34+02:00;Paris
Parc de Choisy;25;23;2;1;1;2023-04-06T13:49:00+02:00;Paris
Neuve Saint-Pierre - Beautreillis;20;16;2;2;0;2023-04-06T13:48:07+02:00;Paris
Gustave Eiffel - Parc des Impressionnistes;30;17;11;9;2;2023-04-06T13:46:11+02:00;Clichy
Sabot - Rennes;26;1;24;18;6;2023-04-06T13:46:24+02:00;Paris
Borrégo - Gambetta;25;23;1;0;1;2023-04-06T13:48:38+02:00;Paris
Pereire - Place de Wagram;46;41;4;0;4;2023-04-06T13:44:46+02:00;Paris
Aqueduc - Villette;28;22;3;2;1;2023-04-06T13:48:10+02:00;Paris
Palais des Sports;22;3;17;16;1;2023-04-06T13:47:14+02:00;Paris
Manin - Simon Bolivar;26;24;0;0;0;2023-04-06T13:44:02+02:00;Paris
Villersexel - Saint-Germain;16;16;0;0;0;2023-04-06T13:41:19+02:00;Paris
Calmette;32;29;0;0;0;2023-04-06T13:45:53+02:00;Les Lilas
Jeanne Hornet - Girardot;29;25;2;0;2;2023-04-06T13:47:11+02:00;Bagnolet
Duroc - Place de Breteuil;42;14;28;20;8;2023-04-06T13:47:03+02:00;Paris
Billancourt - Général Leclerc;22;17;3;2;1;2023-04-06T13:48:27+02:00;Boulogne-Billancourt
Bois de Vincennes.;60;55;4;2;2;2023-04-06T13:47:18+02:00;Saint-Mandé
Favart - Italiens;17;1;15;8;7;2023-04-06T13:47:35+02:00;Paris
Parc André Citroën;65;9;51;47;4;2023-04-06T13:48:15+02:00;Paris
Parvis Corentin Celton;55;5;43;42;1;2023-04-06T13:49:08+02:00;Issy-les-Moulineaux
François 1er - Montaigne;29;3;26;13;13;2023-04-06T13:48:54+02:00;Paris
Vieille du Temple - Francs Bourgeois;29;17;9;3;6;2023-04-06T13:43:52+02:00;Paris
Saint-Jacques - Tombe Issoire;23;23;0;0;0;2023-04-06T13:42:05+02:00;Paris
Hôtel de Ville - Pont-Marie;36;17;19;18;1;2023-04-06T13:48:23+02:00;Paris
Surcouf - Université;58;11;43;32;11;2023-04-06T13:48:37+02:00;Paris
Hôtel de Ville de Champigny sur Marne;21;4;15;14;1;2023-04-06T13:47:19+02:00;Champigny-sur-Marne
Ney - Charles Hermite;20;5;15;13;2;2023-04-06T13:45:54+02:00;Paris
Porte d'Ivry;50;41;8;7;1;2023-04-06T13:48:19+02:00;Paris
Beaujon - Wagram;29;25;2;0;2;2023-04-06T13:44:09+02:00;Paris
Faubourg Poissonniere - Delta;36;35;1;1;0;2023-04-06T13:46:45+02:00;Paris
Raspail - Chomel;49;3;46;37;9;2023-04-06T13:48:54+02:00;Paris
Place François Mitterand;34;31;0;0;0;2023-04-06T13:47:36+02:00;Montreuil
Gare du Nord - Demarquay;30;29;0;0;0;2023-04-06T13:44:58+02:00;Paris
Greneta - Sebastopol;32;27;4;3;1;2023-04-06T13:48:55+02:00;Paris
Place Pigalle;21;19;1;1;0;2023-04-06T13:44:48+02:00;Paris
Poissonniers - Nord;28;26;2;1;1;2023-04-06T13:47:57+02:00;Paris
Place du Maquis du Vercors;31;31;0;0;0;2023-04-06T13:44:36+02:00;Paris
Reims - Porte d'Asnières;26;20;6;1;5;2023-04-06T13:44:34+02:00;Paris
Centenaire - Sorins;45;44;0;0;0;2023-04-06T13:48:31+02:00;Montreuil
Bercy.;66;2;61;42;19;2023-04-06T13:48:38+02:00;Paris
Damrémont - Caulaincourt;18;18;0;0;0;2023-04-06T13:45:46+02:00;Paris
Brochant - Square des Batignolles;31;21;9;6;3;2023-04-06T13:48:15+02:00;Paris
Franciade - Gabriel Péri;26;22;0;0;0;2023-04-06T13:48:13+02:00;Saint-Denis
Square Raymond Souplex;52;48;1;0;1;2023-04-06T13:45:58+02:00;Paris
Dupont de l'Eure - Gambetta;31;31;0;0;0;2023-04-06T13:43:47+02:00;Paris
Keller - La Roquette;34;28;3;3;0;2023-04-06T13:46:57+02:00;Paris
Poissy - Saint-Germain;25;25;0;0;0;2023-04-06T13:46:59+02:00;Paris
